"Year","Month","Hospital","Specialty","TotalPatients"
2014,"Jan","St. John's Hospital Limerick","Otolaryngology (ENT)",73
2014,"Jan","St. John's Hospital Limerick","Pain Relief",216
2014,"Jan","St. John's Hospital Limerick","Urology",64
2014,"Jan","St. Luke's General Hospital Kilkenny","Dermatology",45
2014,"Jan","St. Luke's General Hospital Kilkenny","Diabetes Mellitus",73
2014,"Jan","St. Luke's General Hospital Kilkenny","Gastro-Enterology",41
2014,"Jan","St. Luke's General Hospital Kilkenny","General Medicine",896
2014,"Jan","St. Luke's General Hospital Kilkenny","General Surgery",574
2014,"Jan","St. Luke's General Hospital Kilkenny","Geriatric Medicine",18
2014,"Jan","St. Luke's General Hospital Kilkenny","Gynaecology",515
2014,"Jan","St. Luke's General Hospital Kilkenny","Neurology",64
2014,"Jan","St. Luke's General Hospital Kilkenny","Oncology",1
2014,"Jan","St. Luke's General Hospital Kilkenny","Paediatrics",202
2014,"Jan","St. Luke's General Hospital Kilkenny","Respiratory Medicine",90
2014,"Jan","St. Luke's General Hospital Kilkenny","Small Volume Specialities",1
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Cardiology",115
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Dermatology",220
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Diabetes Mellitus",51
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Endocrinology",73
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Gastro-Enterology",79
2014,"Jan","St. Michael's Hospital Dun Laoghaire","General Surgery",227
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Geriatric Medicine",10
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Gynaecology",463
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Ophthalmology",496
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Orthopaedics",325
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Other",4
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Otolaryngology (ENT)",252
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Respiratory Medicine",140
2014,"Jan","St. Michael's Hospital Dun Laoghaire","Urology",81
2014,"Jan","St. Vincent's University Hospital","Cardio-Thoracic Surgery",7
2014,"Jan","St. Vincent's University Hospital","Cardiology",825
2014,"Jan","St. Vincent's University Hospital","Dental Surgery",8
2014,"Jan","St. Vincent's University Hospital","Dermatology",1491
2014,"Jan","St. Vincent's University Hospital","Endocrinology",310
2014,"Jan","St. Vincent's University Hospital","Gastro-Enterology",557
2014,"Jan","St. Vincent's University Hospital","General Medicine",5
2014,"Jan","St. Vincent's University Hospital","General Surgery",1087
2014,"Jan","St. Vincent's University Hospital","Geriatric Medicine",90
2014,"Jan","St. Vincent's University Hospital","Gynaecology",166
2014,"Jan","St. Vincent's University Hospital","Haematology",261
2014,"Jan","St. Vincent's University Hospital","Nephrology",80
2014,"Jan","St. Vincent's University Hospital","Neurology",738
2014,"Jan","St. Vincent's University Hospital","Oncology",33
2014,"Jan","St. Vincent's University Hospital","Orthopaedics",1224
2014,"Jan","St. Vincent's University Hospital","Otolaryngology (ENT)",825
2014,"Jan","St. Vincent's University Hospital","Pain Relief",199
2014,"Jan","St. Vincent's University Hospital","Plastic Surgery",881
2014,"Jan","St. Vincent's University Hospital","Psychiatry",24
2014,"Jan","St. Vincent's University Hospital","Radiotherapy",22
2014,"Jan","St. Vincent's University Hospital","Rehabilitation Medicine",4
2014,"Jan","St. Vincent's University Hospital","Respiratory Medicine",553
2014,"Jan","St. Vincent's University Hospital","Rheumatology",402
2014,"Jan","St. Vincent's University Hospital","Urology",599
2014,"Jan","St. Vincent's University Hospital","Vascular Surgery",196
2014,"Jan","Tallaght Hospital","Anaesthetics",485
2014,"Jan","Tallaght Hospital","Cardiology",606
2014,"Jan","Tallaght Hospital","Chemical Pathology",103
2014,"Jan","Tallaght Hospital","Clinical Neurophysiology",874
2014,"Jan","Tallaght Hospital","Dental Surgery",3
2014,"Jan","Tallaght Hospital","Dermatology",1679
2014,"Jan","Tallaght Hospital","Developmental Paediatrics",211
2014,"Jan","Tallaght Hospital","Endocrinology",647
2014,"Jan","Tallaght Hospital","Gastro-Enterology",1182
2014,"Jan","Tallaght Hospital","General Medicine",9
2014,"Jan","Tallaght Hospital","General Surgery",1197
2014,"Jan","Tallaght Hospital","Geriatric Medicine",90
2014,"Jan","Tallaght Hospital","Gynaecology",1089
2014,"Jan","Tallaght Hospital","Haematology",480
2014,"Jan","Tallaght Hospital","Histopathology",10
2014,"Jan","Tallaght Hospital","Nephrology",77
2014,"Jan","Tallaght Hospital","Neurology",1342
2014,"Jan","Tallaght Hospital","Oncology",21
2014,"Jan","Tallaght Hospital","Ophthalmology",780
2014,"Jan","Tallaght Hospital","Orthopaedics",2107
2014,"Jan","Tallaght Hospital","Other",168
2014,"Jan","Tallaght Hospital","Otolaryngology (ENT)",1470
2014,"Jan","Tallaght Hospital","Paed Cardiology",309
2014,"Jan","Tallaght Hospital","Paed Endocrinology",54
2014,"Jan","Tallaght Hospital","Paed Gastro-Enterol",355
2014,"Jan","Tallaght Hospital","Paed Orthopaedic",57
2014,"Jan","Tallaght Hospital","Paediatric Dermatology",304
2014,"Jan","Tallaght Hospital","Paediatric ENT",1350
2014,"Jan","Tallaght Hospital","Paediatric Neurology",62
2014,"Jan","Tallaght Hospital","Paediatric Respiratory Medicine",366
2014,"Jan","Tallaght Hospital","Paediatric Surgery",282
2014,"Jan","Tallaght Hospital","Paediatrics",553
2014,"Jan","Tallaght Hospital","Palliative Medicine",7
2014,"Jan","Tallaght Hospital","Psychiatry",28
2014,"Jan","Tallaght Hospital","Rehabilitation Medicine",19
2014,"Jan","Tallaght Hospital","Respiratory Medicine",383
2014,"Jan","Tallaght Hospital","Rheumatology",482
2014,"Jan","Tallaght Hospital","Urology",2171
2014,"Jan","Tallaght Hospital","Vascular Surgery",370
2014,"Jan","University Hospital Limerick","Anaesthetics",395
2014,"Jan","University Hospital Limerick","Cardiology",252
2014,"Jan","University Hospital Limerick","Dermatology",853
2014,"Jan","University Hospital Limerick","General Medicine",942
2014,"Jan","University Hospital Limerick","General Surgery",1216
2014,"Jan","University Hospital Limerick","Geriatric Medicine",138
2014,"Jan","University Hospital Limerick","Gynaecology",437
2014,"Jan","University Hospital Limerick","Haematology",61
2014,"Jan","University Hospital Limerick","Maxillo-Facial",830
2014,"Jan","University Hospital Limerick","Nephrology",89
2014,"Jan","University Hospital Limerick","Neurology",659
2014,"Jan","University Hospital Limerick","Oncology",14
2014,"Jan","University Hospital Limerick","Ophthalmology",1854
2014,"Jan","University Hospital Limerick","Orthopaedics",95
2014,"Jan","University Hospital Limerick","Otolaryngology (ENT)",1412
2014,"Jan","University Hospital Limerick","Paediatrics",692
2014,"Jan","University Hospital Limerick","Respiratory Medicine",22
2014,"Jan","University Hospital Limerick","Rheumatology",244
2014,"Jan","University Hospital Limerick","Urology",1063
2014,"Jan","University Hospital Limerick","Vascular Surgery",351
2014,"Jan","University Hospital Waterford","Breast Surgery",78
2014,"Jan","University Hospital Waterford","Dermatology",1625
2014,"Jan","University Hospital Waterford","Endocrinology",6
2014,"Jan","University Hospital Waterford","Gastro-Enterology",29
2014,"Jan","University Hospital Waterford","Gastro-Intestinal Surgery",45
2014,"Jan","University Hospital Waterford","General Medicine",2268
2014,"Jan","University Hospital Waterford","General Surgery",2671
2014,"Jan","University Hospital Waterford","Gynaecology",1
2014,"Jan","University Hospital Waterford","Haematology",81
2014,"Jan","University Hospital Waterford","Neurology",656
2014,"Jan","University Hospital Waterford","Oncology",18
2014,"Jan","University Hospital Waterford","Ophthalmology",2044
2014,"Jan","University Hospital Waterford","Orthopaedics",4010
2014,"Jan","University Hospital Waterford","Otolaryngology (ENT)",2044
2014,"Jan","University Hospital Waterford","Paediatrics",103
2014,"Jan","University Hospital Waterford","Pain Relief",382
2014,"Jan","University Hospital Waterford","Psychiatry",22
2014,"Jan","University Hospital Waterford","Radiology",1
2014,"Jan","University Hospital Waterford","Respiratory Medicine",305
2014,"Jan","University Hospital Waterford","Rheumatology",331
2014,"Jan","University Hospital Waterford","Urology",1
2014,"Jan","University Hospital Waterford","Vascular Surgery",513
2014,"Jan","Wexford General Hospital","Anaesthetics",19
2014,"Jan","Wexford General Hospital","Diabetes Mellitus",102
2014,"Jan","Wexford General Hospital","General Medicine",596
2014,"Jan","Wexford General Hospital","General Surgery",430
2014,"Jan","Wexford General Hospital","Geriatric Medicine",261
2014,"Jan","Wexford General Hospital","Gynaecology",965
2014,"Jan","Wexford General Hospital","Oncology",7
2014,"Jan","Wexford General Hospital","Paediatrics",442
2014,"Feb","Bantry General Hospital","Dermatology",72
2014,"Feb","Bantry General Hospital","General Medicine",278
2014,"Feb","Bantry General Hospital","General Surgery",142
2014,"Feb","Bantry General Hospital","Orthopaedics",181
2014,"Feb","Bantry General Hospital","Paediatrics",5
2014,"Feb","Beaumont Hospital","Anaesthetics",91
2014,"Feb","Beaumont Hospital","Breast Surgery",451
2014,"Feb","Beaumont Hospital","Cardiology",1255
2014,"Feb","Beaumont Hospital","Clinical Immunology",197
2014,"Feb","Beaumont Hospital","Dermatology",1940
2014,"Feb","Beaumont Hospital","Endocrinology",883
2014,"Feb","Beaumont Hospital","Gastro-Enterology",875
2014,"Feb","Beaumont Hospital","General Surgery",874
2014,"Feb","Beaumont Hospital","Geriatric Medicine",140
2014,"Feb","Beaumont Hospital","Gynaecology",711
2014,"Feb","Beaumont Hospital","Haematology",325
2014,"Feb","Beaumont Hospital","Infectious Diseases",39
2014,"Feb","Beaumont Hospital","Maxillo-Facial",13
2014,"Feb","Beaumont Hospital","Nephrology",46
2014,"Feb","Beaumont Hospital","Neurology",1791
2014,"Feb","Beaumont Hospital","Neurosurgery",1564
2014,"Feb","Beaumont Hospital","Oncology",37
2014,"Feb","Beaumont Hospital","Ophthalmology",749
2014,"Feb","Beaumont Hospital","Orthopaedics",1417
2014,"Feb","Beaumont Hospital","Other",10
2014,"Feb","Beaumont Hospital","Otolaryngology (ENT)",1778
2014,"Feb","Beaumont Hospital","Pain Relief",947
2014,"Feb","Beaumont Hospital","Plastic Surgery",911
2014,"Feb","Beaumont Hospital","Psychiatry",89
2014,"Feb","Beaumont Hospital","Respiratory Medicine",1098
2014,"Feb","Beaumont Hospital","Rheumatology",530
2014,"Feb","Beaumont Hospital","Urology",1277
2014,"Feb","Beaumont Hospital","Vascular Surgery",555
2014,"Feb","Cappagh National Orthopaedic Hospital","Orthopaedics",1682
2014,"Feb","Cappagh National Orthopaedic Hospital","Rheumatology",33
2014,"Feb","Cavan General Hospital","Dermatology",438
2014,"Feb","Cavan General Hospital","General Medicine",984
2014,"Feb","Cavan General Hospital","General Surgery",824
2014,"Feb","Cavan General Hospital","Gynaecology",850
2014,"Feb","Cavan General Hospital","Haematology",7
2014,"Feb","Cavan General Hospital","Neurology",183
2014,"Feb","Cavan General Hospital","Orthopaedics",1228
2014,"Feb","Cavan General Hospital","Otolaryngology (ENT)",1094
2014,"Feb","Cavan General Hospital","Paediatrics",292
2014,"Feb","Childrens University Hospital Temple Street","Cardiology",857
2014,"Feb","Childrens University Hospital Temple Street","Child/Adolescent Psychiatry",15
2014,"Feb","Childrens University Hospital Temple Street","Clinical (Medical) Genetics",25
2014,"Feb","Childrens University Hospital Temple Street","Dental Surgery",7
2014,"Feb","Childrens University Hospital Temple Street","Dermatology",937
2014,"Feb","Childrens University Hospital Temple Street","Diabetes Mellitus",8
2014,"Feb","Childrens University Hospital Temple Street","Endocrinology",101
2014,"Feb","Childrens University Hospital Temple Street","General Surgery",1074
2014,"Feb","Childrens University Hospital Temple Street","Gynaecology",93
2014,"Feb","Childrens University Hospital Temple Street","Haematology",37
2014,"Feb","Childrens University Hospital Temple Street","Infectious Diseases",47
2014,"Feb","Childrens University Hospital Temple Street","Metabolic Medicine",89
2014,"Feb","Childrens University Hospital Temple Street","Neonatology",27
2014,"Feb","Childrens University Hospital Temple Street","Nephrology",208
2014,"Feb","Childrens University Hospital Temple Street","Neurology",429
2014,"Feb","Childrens University Hospital Temple Street","Neurosurgery",34
2014,"Feb","Childrens University Hospital Temple Street","Ophthalmology",1186
2014,"Feb","Childrens University Hospital Temple Street","Orthopaedics",800
2014,"Feb","Childrens University Hospital Temple Street","Other",5
2014,"Feb","Childrens University Hospital Temple Street","Otolaryngology (ENT)",1973
2014,"Feb","Childrens University Hospital Temple Street","Paediatrics",1236
2014,"Feb","Childrens University Hospital Temple Street","Pathology",29
2014,"Feb","Childrens University Hospital Temple Street","Plastic Surgery",413
2014,"Feb","Childrens University Hospital Temple Street","Respiratory Medicine",217
2014,"Feb","Childrens University Hospital Temple Street","Rheumatology",3
2014,"Feb","Childrens University Hospital Temple Street","Urology",370
2014,"Feb","Connolly Hospital","Cardiology",770
2014,"Feb","Connolly Hospital","Dermatology",786
2014,"Feb","Connolly Hospital","Endocrinology",333
2014,"Feb","Connolly Hospital","Gastro-Enterology",953
2014,"Feb","Connolly Hospital","General Medicine",13
2014,"Feb","Connolly Hospital","General Surgery",1506
2014,"Feb","Connolly Hospital","Geriatric Medicine",29
2014,"Feb","Connolly Hospital","Gynaecology",312
2014,"Feb","Connolly Hospital","Haematology",5
2014,"Feb","Connolly Hospital","Nephrology",49
2014,"Feb","Connolly Hospital","Neurology",239
2014,"Feb","Connolly Hospital","Ophthalmology",221
2014,"Feb","Connolly Hospital","Orthopaedics",1027
2014,"Feb","Connolly Hospital","Other",249
2014,"Feb","Connolly Hospital","Otolaryngology (ENT)",384
2014,"Feb","Connolly Hospital","Plastic Surgery",244
2014,"Feb","Connolly Hospital","Respiratory Medicine",631
2014,"Feb","Connolly Hospital","Rheumatology",553
2014,"Feb","Connolly Hospital","Urology",265
2014,"Feb","Cork University Hospital","Breast Surgery",748
2014,"Feb","Cork University Hospital","Cardio-Thoracic Surgery",65
2014,"Feb","Cork University Hospital","Cardiology",881
2014,"Feb","Cork University Hospital","Dermatology",52
2014,"Feb","Cork University Hospital","Diabetes Mellitus",397
2014,"Feb","Cork University Hospital","Endocrinology",327
2014,"Feb","Cork University Hospital","Gastro-Enterology",651
2014,"Feb","Cork University Hospital","General Medicine",34
2014,"Feb","Cork University Hospital","General Surgery",1064
2014,"Feb","Cork University Hospital","Geriatric Medicine",136
2014,"Feb","Cork University Hospital","Gynaecology",2868
2014,"Feb","Cork University Hospital","Infectious Diseases",25
2014,"Feb","Cork University Hospital","Maxillo-Facial",3
2014,"Feb","Cork University Hospital","Nephrology",159
2014,"Feb","Cork University Hospital","Neurology",600
2014,"Feb","Cork University Hospital","Neurosurgery",1407
2014,"Feb","Cork University Hospital","Oncology",1
2014,"Feb","Cork University Hospital","Ophthalmology",2549
2014,"Feb","Cork University Hospital","Orthopaedics",130
2014,"Feb","Cork University Hospital","Otolaryngology (ENT)",96
2014,"Feb","Cork University Hospital","Paed Cardiology",123
2014,"Feb","Cork University Hospital","Paed Endocrinology",50
2014,"Feb","Cork University Hospital","Paediatric Neurology",223
2014,"Feb","Cork University Hospital","Paediatric Neurosurgery",13
2014,"Feb","Cork University Hospital","Paediatric Respiratory Medicine",96
2014,"Feb","Cork University Hospital","Paediatrics",1076
2014,"Feb","Cork University Hospital","Plastic Surgery",1010
2014,"Feb","Cork University Hospital","Respiratory Medicine",433
2014,"Feb","Cork University Hospital","Rheumatology",980
2014,"Feb","Cork University Hospital","Urology",787
2014,"Feb","Cork University Hospital","Vascular Surgery",400
2014,"Feb","Croom Orthopaedic Hospital","Orthopaedics",1880
2014,"Feb","Croom Orthopaedic Hospital","Rheumatology",172
2014,"Feb","Ennis Hospital","Dermatology",27
2014,"Feb","Ennis Hospital","Gastro-Enterology",107
2014,"Feb","Ennis Hospital","General Medicine",456
