"Year","Hospital","Month","TotalPatients"
2018,"Roscommon Hospital","Apr",2803
2018,"Roscommon Hospital","May",2848
2018,"Roscommon Hospital","Jun",2770
2018,"Roscommon Hospital","Jul",2802
2018,"Roscommon Hospital","Aug",2989
2018,"Roscommon Hospital","Sep",2906
2018,"Roscommon Hospital","Oct",2963
2018,"Roscommon Hospital","Nov",3007
2018,"Roscommon Hospital","Dec",3118
2018,"Rotunda Hospital","Jan",4520
2018,"Rotunda Hospital","Feb",5130
2018,"Rotunda Hospital","Mar",5210
2018,"Rotunda Hospital","Apr",5421
2018,"Rotunda Hospital","May",3647
2018,"Rotunda Hospital","Jun",3780
2018,"Rotunda Hospital","Jul",3065
2018,"Rotunda Hospital","Aug",3202
2018,"Rotunda Hospital","Sep",3314
2018,"Rotunda Hospital","Oct",3399
2018,"Rotunda Hospital","Nov",3617
2018,"Rotunda Hospital","Dec",3589
2018,"Royal Victoria Eye and Ear Hospital","Jan",12174
2018,"Royal Victoria Eye and Ear Hospital","Feb",12354
2018,"Royal Victoria Eye and Ear Hospital","Mar",12497
2018,"Royal Victoria Eye and Ear Hospital","Apr",12587
2018,"Royal Victoria Eye and Ear Hospital","May",12774
2018,"Royal Victoria Eye and Ear Hospital","Jun",13002
2018,"Royal Victoria Eye and Ear Hospital","Jul",12625
2018,"Royal Victoria Eye and Ear Hospital","Aug",11581
2018,"Royal Victoria Eye and Ear Hospital","Sep",11603
2018,"Royal Victoria Eye and Ear Hospital","Oct",11255
2018,"Royal Victoria Eye and Ear Hospital","Nov",10489
2018,"Royal Victoria Eye and Ear Hospital","Dec",10609
2018,"Sligo Regional Hospital","Jan",12436
2018,"Sligo Regional Hospital","Feb",12223
2018,"Sligo Regional Hospital","Mar",12463
2018,"Sligo Regional Hospital","Apr",12344
2018,"Sligo Regional Hospital","May",12675
2018,"Sligo Regional Hospital","Jun",12588
2018,"Sligo Regional Hospital","Jul",12892
2018,"Sligo Regional Hospital","Aug",12964
2018,"Sligo Regional Hospital","Sep",13413
2018,"Sligo Regional Hospital","Oct",13600
2018,"Sligo Regional Hospital","Nov",13792
2018,"Sligo Regional Hospital","Dec",13519
2018,"South Infirmary Victoria University Hospital","Jan",22002
2018,"South Infirmary Victoria University Hospital","Feb",22383
2018,"South Infirmary Victoria University Hospital","Mar",22584
2018,"South Infirmary Victoria University Hospital","Apr",22854
2018,"South Infirmary Victoria University Hospital","May",22943
2018,"South Infirmary Victoria University Hospital","Jun",21899
2018,"South Infirmary Victoria University Hospital","Jul",22612
2018,"South Infirmary Victoria University Hospital","Aug",23099
2018,"South Infirmary Victoria University Hospital","Sep",22959
2018,"South Infirmary Victoria University Hospital","Oct",22692
2018,"South Infirmary Victoria University Hospital","Nov",22447
2018,"South Infirmary Victoria University Hospital","Dec",22094
2018,"South Tipperary General Hospital","Jan",3523
2018,"South Tipperary General Hospital","Feb",3570
2018,"South Tipperary General Hospital","Mar",3618
2018,"South Tipperary General Hospital","Apr",3652
2018,"South Tipperary General Hospital","May",3782
2018,"South Tipperary General Hospital","Jun",3802
2018,"South Tipperary General Hospital","Jul",3888
2018,"South Tipperary General Hospital","Aug",3992
2018,"South Tipperary General Hospital","Sep",3961
2018,"South Tipperary General Hospital","Oct",3966
2018,"South Tipperary General Hospital","Nov",4025
2018,"South Tipperary General Hospital","Dec",4066
2018,"St. Columcille's Hospital","Jan",3043
2018,"St. Columcille's Hospital","Feb",3098
2018,"St. Columcille's Hospital","Mar",3157
2018,"St. Columcille's Hospital","Apr",3161
2018,"St. Columcille's Hospital","May",3200
2018,"St. Columcille's Hospital","Jun",3299
2018,"St. Columcille's Hospital","Jul",3405
2018,"St. Columcille's Hospital","Aug",3455
2018,"St. Columcille's Hospital","Sep",3511
2018,"St. Columcille's Hospital","Oct",3385
2018,"St. Columcille's Hospital","Nov",3379
2018,"St. Columcille's Hospital","Dec",3368
2018,"St. James's Hospital","Jan",16899
2018,"St. James's Hospital","Feb",17091
2018,"St. James's Hospital","Mar",17451
2018,"St. James's Hospital","Apr",17961
2018,"St. James's Hospital","May",18599
2018,"St. James's Hospital","Jun",18918
2018,"St. James's Hospital","Jul",19449
2018,"St. James's Hospital","Aug",20074
2018,"St. James's Hospital","Sep",20298
2018,"St. James's Hospital","Oct",20507
2018,"St. James's Hospital","Nov",20473
2018,"St. James's Hospital","Dec",20517
2018,"St. John's Hospital Limerick","Jan",1078
2018,"St. John's Hospital Limerick","Feb",1074
2018,"St. John's Hospital Limerick","Mar",1068
2018,"St. John's Hospital Limerick","Apr",1166
2018,"St. John's Hospital Limerick","May",1588
2018,"St. John's Hospital Limerick","Jun",1100
2018,"St. John's Hospital Limerick","Jul",1096
2018,"St. John's Hospital Limerick","Aug",1121
2018,"St. John's Hospital Limerick","Sep",1175
2018,"St. John's Hospital Limerick","Oct",1186
2018,"St. John's Hospital Limerick","Nov",1196
2018,"St. John's Hospital Limerick","Dec",1196
2018,"St. Luke's General Hospital Kilkenny","Jan",3008
2018,"St. Luke's General Hospital Kilkenny","Feb",2774
2018,"St. Luke's General Hospital Kilkenny","Mar",2840
2018,"St. Luke's General Hospital Kilkenny","Apr",2916
2018,"St. Luke's General Hospital Kilkenny","May",3088
2018,"St. Luke's General Hospital Kilkenny","Jun",3230
2018,"St. Luke's General Hospital Kilkenny","Jul",3438
2018,"St. Luke's General Hospital Kilkenny","Aug",3603
2018,"St. Luke's General Hospital Kilkenny","Sep",3402
2018,"St. Luke's General Hospital Kilkenny","Oct",3263
2018,"St. Luke's General Hospital Kilkenny","Nov",3216
2018,"St. Luke's General Hospital Kilkenny","Dec",3194
2018,"St. Michael's Hospital Dun Laoghaire","Jan",2499
2018,"St. Michael's Hospital Dun Laoghaire","Feb",2477
2018,"St. Michael's Hospital Dun Laoghaire","Mar",2572
2018,"St. Michael's Hospital Dun Laoghaire","Apr",2555
2018,"St. Michael's Hospital Dun Laoghaire","May",2421
2018,"St. Michael's Hospital Dun Laoghaire","Jun",2542
2018,"St. Michael's Hospital Dun Laoghaire","Jul",2642
2018,"St. Michael's Hospital Dun Laoghaire","Aug",2658
2018,"St. Michael's Hospital Dun Laoghaire","Sep",2706
2018,"St. Michael's Hospital Dun Laoghaire","Oct",2620
2018,"St. Michael's Hospital Dun Laoghaire","Nov",2620
2018,"St. Michael's Hospital Dun Laoghaire","Dec",2590
2018,"St. Vincent's University Hospital","Jan",18783
2018,"St. Vincent's University Hospital","Feb",18755
2018,"St. Vincent's University Hospital","Mar",18727
2018,"St. Vincent's University Hospital","Apr",19227
2018,"St. Vincent's University Hospital","May",19749
2018,"St. Vincent's University Hospital","Jun",20234
2018,"St. Vincent's University Hospital","Jul",20303
2018,"St. Vincent's University Hospital","Aug",19624
2018,"St. Vincent's University Hospital","Sep",19646
2018,"St. Vincent's University Hospital","Oct",20148
2018,"St. Vincent's University Hospital","Nov",20289
2018,"St. Vincent's University Hospital","Dec",20530
2018,"Tallaght Children's Hospital","Jan",7342
2018,"Tallaght Children's Hospital","Feb",7167
2018,"Tallaght Children's Hospital","Mar",7372
2018,"Tallaght Children's Hospital","Apr",7400
2018,"Tallaght Children's Hospital","May",7283
2018,"Tallaght Children's Hospital","Jun",7391
2018,"Tallaght Children's Hospital","Jul",7424
2018,"Tallaght Children's Hospital","Aug",7585
2018,"Tallaght Children's Hospital","Sep",7546
2018,"Tallaght Children's Hospital","Oct",7736
2018,"Tallaght Children's Hospital","Nov",7701
2018,"Tallaght Children's Hospital","Dec",7736
2018,"Tallaght Hospital","Jan",26494
2018,"Tallaght Hospital","Feb",26358
2018,"Tallaght Hospital","Mar",26702
2018,"Tallaght Hospital","Apr",27186
2018,"Tallaght Hospital","May",27016
2018,"Tallaght Hospital","Jun",27590
2018,"Tallaght Hospital","Jul",28385
2018,"Tallaght Hospital","Aug",28686
2018,"Tallaght Hospital","Sep",28566
2018,"Tallaght Hospital","Oct",28777
2018,"Tallaght Hospital","Nov",29456
2018,"Tallaght Hospital","Dec",29638
2018,"University Hospital Limerick","Jan",30125
2018,"University Hospital Limerick","Feb",30192
2018,"University Hospital Limerick","Mar",30815
2018,"University Hospital Limerick","Apr",31035
2018,"University Hospital Limerick","May",31117
2018,"University Hospital Limerick","Jun",30907
2018,"University Hospital Limerick","Jul",30188
2018,"University Hospital Limerick","Aug",29413
2018,"University Hospital Limerick","Sep",29982
2018,"University Hospital Limerick","Oct",30694
2018,"University Hospital Limerick","Nov",31369
2018,"University Hospital Limerick","Dec",31563
2018,"University Hospital Waterford","Jan",36581
2018,"University Hospital Waterford","Feb",37316
2018,"University Hospital Waterford","Mar",36968
2018,"University Hospital Waterford","Apr",37031
2018,"University Hospital Waterford","May",36027
2018,"University Hospital Waterford","Jun",36590
2018,"University Hospital Waterford","Jul",37195
2018,"University Hospital Waterford","Aug",36558
2018,"University Hospital Waterford","Sep",36817
2018,"University Hospital Waterford","Oct",36807
2018,"University Hospital Waterford","Nov",37018
2018,"University Hospital Waterford","Dec",36981
2018,"Wexford General Hospital","Jan",2234
2018,"Wexford General Hospital","Feb",2230
2018,"Wexford General Hospital","Mar",2140
2018,"Wexford General Hospital","Apr",2137
2018,"Wexford General Hospital","May",2194
2018,"Wexford General Hospital","Jun",2218
2018,"Wexford General Hospital","Jul",2246
2018,"Wexford General Hospital","Aug",2244
2018,"Wexford General Hospital","Sep",2242
2018,"Wexford General Hospital","Oct",2199
2018,"Wexford General Hospital","Nov",2154
2018,"Wexford General Hospital","Dec",2207
