"Year","Month","Hospital","Age.Categorisation","TotalPatients"
2014,"May","Cappagh National Orthopaedic Hospital","16-64",1078
2014,"May","Cappagh National Orthopaedic Hospital","65+",536
2014,"May","Cavan General Hospital"," 0-15",741
2014,"May","Cavan General Hospital","16-64",4348
2014,"May","Cavan General Hospital","65+",1300
2014,"May","Childrens University Hospital Temple Street"," 0-15",10043
2014,"May","Childrens University Hospital Temple Street","16-64",200
2014,"May","Childrens University Hospital Temple Street","65+",1
2014,"May","Connolly Hospital"," 0-15",14
2014,"May","Connolly Hospital","16-64",6517
2014,"May","Connolly Hospital","65+",1446
2014,"May","Cork University Hospital"," 0-15",3020
2014,"May","Cork University Hospital","16-64",12836
2014,"May","Cork University Hospital","65+",3881
2014,"May","Croom Orthopaedic Hospital"," 0-15",183
2014,"May","Croom Orthopaedic Hospital","16-64",1629
2014,"May","Croom Orthopaedic Hospital","65+",548
2014,"May","Ennis Hospital"," 0-15",446
2014,"May","Ennis Hospital","16-64",1562
2014,"May","Ennis Hospital","65+",528
2014,"May","Galway University Hospital"," 0-15",3345
2014,"May","Galway University Hospital","16-64",18776
2014,"May","Galway University Hospital","65+",6040
2014,"May","Kerry General Hospital"," 0-15",865
2014,"May","Kerry General Hospital","16-64",4684
2014,"May","Kerry General Hospital","65+",1448
2014,"May","Letterkenny General Hospital"," 0-15",1554
2014,"May","Letterkenny General Hospital","16-64",7981
2014,"May","Letterkenny General Hospital","65+",2660
2014,"May","Louth County Hospital"," 0-15",89
2014,"May","Louth County Hospital","16-64",1123
2014,"May","Louth County Hospital","65+",574
2014,"May","Mallow General Hospital"," 0-15",219
2014,"May","Mallow General Hospital","16-64",1364
2014,"May","Mallow General Hospital","65+",505
2014,"May","Mater Misericordiae University Hospital"," 0-15",56
2014,"May","Mater Misericordiae University Hospital","16-64",14159
2014,"May","Mater Misericordiae University Hospital","65+",4374
2014,"May","Mayo General Hospital"," 0-15",1100
2014,"May","Mayo General Hospital","16-64",3296
2014,"May","Mayo General Hospital","65+",1353
2014,"May","Mercy University Hospital"," 0-15",525
2014,"May","Mercy University Hospital","16-64",3753
2014,"May","Mercy University Hospital","65+",1206
2014,"May","Midland Regional Hospital Mullingar"," 0-15",1162
2014,"May","Midland Regional Hospital Mullingar","16-64",4179
2014,"May","Midland Regional Hospital Mullingar","65+",1020
2014,"May","Midland Regional Hospital Portlaoise"," 0-15",616
2014,"May","Midland Regional Hospital Portlaoise","16-64",2411
2014,"May","Midland Regional Hospital Portlaoise","65+",633
2014,"May","Midland Regional Hospital Tullamore"," 0-15",1723
2014,"May","Midland Regional Hospital Tullamore","16-64",6500
2014,"May","Midland Regional Hospital Tullamore","65+",2100
2014,"May","Naas General Hospital"," 0-15",10
2014,"May","Naas General Hospital","16-64",3916
2014,"May","Naas General Hospital","65+",1159
2014,"May","Nenagh Hospital"," 0-15",235
2014,"May","Nenagh Hospital","16-64",1043
2014,"May","Nenagh Hospital","65+",364
2014,"May","Our Lady of Lourdes Hospital Drogheda"," 0-15",2173
2014,"May","Our Lady of Lourdes Hospital Drogheda","16-64",4967
2014,"May","Our Lady of Lourdes Hospital Drogheda","65+",1356
2014,"May","Our Lady's Children's Hospital Crumlin"," 0-15",12414
2014,"May","Our Lady's Children's Hospital Crumlin","16-64",342
2014,"May","Our Lady's Hospital Navan"," 0-15",35
2014,"May","Our Lady's Hospital Navan","16-64",2952
2014,"May","Our Lady's Hospital Navan","65+",840
2014,"May","Portiuncula Hospital"," 0-15",475
2014,"May","Portiuncula Hospital","16-64",2135
2014,"May","Portiuncula Hospital","65+",603
2014,"May","Roscommon Hospital"," 0-15",218
2014,"May","Roscommon Hospital","16-64",1272
2014,"May","Roscommon Hospital","65+",616
2014,"May","Royal Victoria Eye and Ear Hospital"," 0-15",878
2014,"May","Royal Victoria Eye and Ear Hospital","16-64",4549
2014,"May","Royal Victoria Eye and Ear Hospital","65+",2855
2014,"May","Sligo Regional Hospital"," 0-15",1393
2014,"May","Sligo Regional Hospital","16-64",6239
2014,"May","Sligo Regional Hospital","65+",2827
2014,"May","South Infirmary Victoria University Hospital"," 0-15",2418
2014,"May","South Infirmary Victoria University Hospital","16-64",9597
2014,"May","South Infirmary Victoria University Hospital","65+",2714
2014,"May","South Tipperary General Hospital"," 0-15",143
2014,"May","South Tipperary General Hospital","16-64",1206
2014,"May","South Tipperary General Hospital","65+",425
2014,"May","St. Columcille's Hospital"," 0-15",1
2014,"May","St. Columcille's Hospital","16-64",1786
2014,"May","St. Columcille's Hospital","65+",476
2014,"May","St. James's Hospital"," 0-15",80
2014,"May","St. James's Hospital","16-64",8194
2014,"May","St. James's Hospital","65+",2257
2014,"May","St. John's Hospital Limerick"," 0-15",31
2014,"May","St. John's Hospital Limerick","16-64",864
2014,"May","St. John's Hospital Limerick","65+",207
2014,"May","St. Luke's General Hospital Kilkenny"," 0-15",234
2014,"May","St. Luke's General Hospital Kilkenny","16-64",1740
2014,"May","St. Luke's General Hospital Kilkenny","65+",566
2014,"May","St. Michael's Hospital Dun Laoghaire"," 0-15",348
2014,"May","St. Michael's Hospital Dun Laoghaire","16-64",1614
2014,"May","St. Michael's Hospital Dun Laoghaire","65+",664
2014,"May","St. Vincent's University Hospital"," 0-15",42
2014,"May","St. Vincent's University Hospital","16-64",8724
2014,"May","St. Vincent's University Hospital","65+",3098
2014,"May","Tallaght Hospital"," 0-15",5157
2014,"May","Tallaght Hospital","16-64",18742
2014,"May","Tallaght Hospital","65+",4113
2014,"May","University Hospital Limerick"," 0-15",2026
2014,"May","University Hospital Limerick","16-64",8173
2014,"May","University Hospital Limerick","65+",3064
2014,"May","University Hospital Waterford","NA",1
2014,"May","University Hospital Waterford"," 0-15",2738
2014,"May","University Hospital Waterford","16-64",13894
2014,"May","University Hospital Waterford","65+",5732
2014,"May","Wexford General Hospital"," 0-15",432
2014,"May","Wexford General Hospital","16-64",1785
2014,"May","Wexford General Hospital","65+",514
2014,"Jun","Bantry General Hospital"," 0-15",22
2014,"Jun","Bantry General Hospital","16-64",505
2014,"Jun","Bantry General Hospital","65+",288
2014,"Jun","Beaumont Hospital","NA",13
2014,"Jun","Beaumont Hospital"," 0-15",429
2014,"Jun","Beaumont Hospital","16-64",15895
2014,"Jun","Beaumont Hospital","65+",4934
2014,"Jun","Cappagh National Orthopaedic Hospital"," 0-15",18
2014,"Jun","Cappagh National Orthopaedic Hospital","16-64",1016
2014,"Jun","Cappagh National Orthopaedic Hospital","65+",519
2014,"Jun","Cavan General Hospital"," 0-15",768
2014,"Jun","Cavan General Hospital","16-64",4514
2014,"Jun","Cavan General Hospital","65+",1405
2014,"Jun","Childrens University Hospital Temple Street"," 0-15",10381
2014,"Jun","Childrens University Hospital Temple Street","16-64",227
2014,"Jun","Childrens University Hospital Temple Street","65+",1
2014,"Jun","Connolly Hospital"," 0-15",9
2014,"Jun","Connolly Hospital","16-64",6496
2014,"Jun","Connolly Hospital","65+",1433
2014,"Jun","Cork University Hospital"," 0-15",3107
2014,"Jun","Cork University Hospital","16-64",13127
2014,"Jun","Cork University Hospital","65+",4061
2014,"Jun","Croom Orthopaedic Hospital"," 0-15",245
2014,"Jun","Croom Orthopaedic Hospital","16-64",1838
2014,"Jun","Croom Orthopaedic Hospital","65+",618
2014,"Jun","Ennis Hospital"," 0-15",443
2014,"Jun","Ennis Hospital","16-64",1532
2014,"Jun","Ennis Hospital","65+",526
2014,"Jun","Galway University Hospital"," 0-15",3115
2014,"Jun","Galway University Hospital","16-64",17771
2014,"Jun","Galway University Hospital","65+",5792
2014,"Jun","Kerry General Hospital"," 0-15",888
2014,"Jun","Kerry General Hospital","16-64",4883
2014,"Jun","Kerry General Hospital","65+",1543
2014,"Jun","Letterkenny General Hospital"," 0-15",1579
2014,"Jun","Letterkenny General Hospital","16-64",8374
2014,"Jun","Letterkenny General Hospital","65+",2746
2014,"Jun","Louth County Hospital"," 0-15",82
2014,"Jun","Louth County Hospital","16-64",1145
2014,"Jun","Louth County Hospital","65+",576
2014,"Jun","Mallow General Hospital"," 0-15",234
2014,"Jun","Mallow General Hospital","16-64",1340
2014,"Jun","Mallow General Hospital","65+",505
2014,"Jun","Mater Misericordiae University Hospital"," 0-15",59
2014,"Jun","Mater Misericordiae University Hospital","16-64",13742
2014,"Jun","Mater Misericordiae University Hospital","65+",4296
2014,"Jun","Mayo General Hospital"," 0-15",1042
2014,"Jun","Mayo General Hospital","16-64",3194
2014,"Jun","Mayo General Hospital","65+",1354
2014,"Jun","Mercy University Hospital"," 0-15",516
2014,"Jun","Mercy University Hospital","16-64",3800
2014,"Jun","Mercy University Hospital","65+",1192
2014,"Jun","Midland Regional Hospital Mullingar"," 0-15",1135
2014,"Jun","Midland Regional Hospital Mullingar","16-64",4130
2014,"Jun","Midland Regional Hospital Mullingar","65+",1009
2014,"Jun","Midland Regional Hospital Portlaoise"," 0-15",627
2014,"Jun","Midland Regional Hospital Portlaoise","16-64",2454
2014,"Jun","Midland Regional Hospital Portlaoise","65+",675
2014,"Jun","Midland Regional Hospital Tullamore"," 0-15",1844
2014,"Jun","Midland Regional Hospital Tullamore","16-64",6727
2014,"Jun","Midland Regional Hospital Tullamore","65+",2209
2014,"Jun","Naas General Hospital"," 0-15",10
2014,"Jun","Naas General Hospital","16-64",4080
2014,"Jun","Naas General Hospital","65+",1223
2014,"Jun","Nenagh Hospital"," 0-15",227
2014,"Jun","Nenagh Hospital","16-64",994
2014,"Jun","Nenagh Hospital","65+",359
2014,"Jun","Our Lady of Lourdes Hospital Drogheda"," 0-15",2260
2014,"Jun","Our Lady of Lourdes Hospital Drogheda","16-64",5165
2014,"Jun","Our Lady of Lourdes Hospital Drogheda","65+",1445
2014,"Jun","Our Lady's Children's Hospital Crumlin"," 0-15",12459
2014,"Jun","Our Lady's Children's Hospital Crumlin","16-64",350
2014,"Jun","Our Lady's Hospital Navan"," 0-15",36
2014,"Jun","Our Lady's Hospital Navan","16-64",2887
2014,"Jun","Our Lady's Hospital Navan","65+",831
2014,"Jun","Portiuncula Hospital"," 0-15",410
2014,"Jun","Portiuncula Hospital","16-64",1981
2014,"Jun","Portiuncula Hospital","65+",560
2014,"Jun","Roscommon Hospital"," 0-15",218
2014,"Jun","Roscommon Hospital","16-64",1232
2014,"Jun","Roscommon Hospital","65+",604
2014,"Jun","Royal Victoria Eye and Ear Hospital"," 0-15",859
2014,"Jun","Royal Victoria Eye and Ear Hospital","16-64",4569
2014,"Jun","Royal Victoria Eye and Ear Hospital","65+",2873
2014,"Jun","Sligo Regional Hospital"," 0-15",1385
2014,"Jun","Sligo Regional Hospital","16-64",6367
2014,"Jun","Sligo Regional Hospital","65+",2918
2014,"Jun","South Infirmary Victoria University Hospital"," 0-15",2438
2014,"Jun","South Infirmary Victoria University Hospital","16-64",9925
2014,"Jun","South Infirmary Victoria University Hospital","65+",2890
2014,"Jun","South Tipperary General Hospital"," 0-15",137
2014,"Jun","South Tipperary General Hospital","16-64",1134
2014,"Jun","South Tipperary General Hospital","65+",434
2014,"Jun","St. Columcille's Hospital"," 0-15",2
2014,"Jun","St. Columcille's Hospital","16-64",1694
2014,"Jun","St. Columcille's Hospital","65+",467
2014,"Jun","St. James's Hospital"," 0-15",93
2014,"Jun","St. James's Hospital","16-64",8651
2014,"Jun","St. James's Hospital","65+",2315
2014,"Jun","St. John's Hospital Limerick"," 0-15",37
2014,"Jun","St. John's Hospital Limerick","16-64",880
2014,"Jun","St. John's Hospital Limerick","65+",210
2014,"Jun","St. Luke's General Hospital Kilkenny"," 0-15",252
2014,"Jun","St. Luke's General Hospital Kilkenny","16-64",1871
2014,"Jun","St. Luke's General Hospital Kilkenny","65+",632
2014,"Jun","St. Michael's Hospital Dun Laoghaire"," 0-15",346
2014,"Jun","St. Michael's Hospital Dun Laoghaire","16-64",1594
2014,"Jun","St. Michael's Hospital Dun Laoghaire","65+",682
2014,"Jun","St. Vincent's University Hospital"," 0-15",43
2014,"Jun","St. Vincent's University Hospital","16-64",9069
2014,"Jun","St. Vincent's University Hospital","65+",3204
2014,"Jun","Tallaght Hospital"," 0-15",5419
2014,"Jun","Tallaght Hospital","16-64",18879
2014,"Jun","Tallaght Hospital","65+",4202
2014,"Jun","University Hospital Limerick"," 0-15",2189
2014,"Jun","University Hospital Limerick","16-64",8513
2014,"Jun","University Hospital Limerick","65+",3205
2014,"Jun","University Hospital Waterford","NA",1
2014,"Jun","University Hospital Waterford"," 0-15",2682
2014,"Jun","University Hospital Waterford","16-64",13842
2014,"Jun","University Hospital Waterford","65+",5721
2014,"Jun","Wexford General Hospital"," 0-15",453
2014,"Jun","Wexford General Hospital","16-64",1799
2014,"Jun","Wexford General Hospital","65+",530
2014,"Jul","Bantry General Hospital"," 0-15",26
2014,"Jul","Bantry General Hospital","16-64",597
2014,"Jul","Bantry General Hospital","65+",333
2014,"Jul","Beaumont Hospital","NA",10
2014,"Jul","Beaumont Hospital"," 0-15",389
2014,"Jul","Beaumont Hospital","16-64",16033
2014,"Jul","Beaumont Hospital","65+",4981
2014,"Jul","Cappagh National Orthopaedic Hospital"," 0-15",22
2014,"Jul","Cappagh National Orthopaedic Hospital","16-64",1071
2014,"Jul","Cappagh National Orthopaedic Hospital","65+",534
2014,"Jul","Cavan General Hospital"," 0-15",802
2014,"Jul","Cavan General Hospital","16-64",4743
2014,"Jul","Cavan General Hospital","65+",1522
2014,"Jul","Childrens University Hospital Temple Street"," 0-15",10054
2014,"Jul","Childrens University Hospital Temple Street","16-64",215
2014,"Jul","Childrens University Hospital Temple Street","65+",1
2014,"Jul","Connolly Hospital"," 0-15",8
2014,"Jul","Connolly Hospital","16-64",6838
2014,"Jul","Connolly Hospital","65+",1490
2014,"Jul","Cork University Hospital"," 0-15",3187
2014,"Jul","Cork University Hospital","16-64",13924
2014,"Jul","Cork University Hospital","65+",4408
2014,"Jul","Croom Orthopaedic Hospital"," 0-15",259
2014,"Jul","Croom Orthopaedic Hospital","16-64",2041
2014,"Jul","Croom Orthopaedic Hospital","65+",735
2014,"Jul","Ennis Hospital"," 0-15",450
2014,"Jul","Ennis Hospital","16-64",1546
2014,"Jul","Ennis Hospital","65+",532
2014,"Jul","Galway University Hospital"," 0-15",3382
2014,"Jul","Galway University Hospital","16-64",18350
2014,"Jul","Galway University Hospital","65+",6054
2014,"Jul","Kerry General Hospital"," 0-15",896
2014,"Jul","Kerry General Hospital","16-64",5091
2014,"Jul","Kerry General Hospital","65+",1663
2014,"Jul","Letterkenny General Hospital"," 0-15",1578
2014,"Jul","Letterkenny General Hospital","16-64",8839
2014,"Jul","Letterkenny General Hospital","65+",2886
2014,"Jul","Louth County Hospital"," 0-15",90
2014,"Jul","Louth County Hospital","16-64",1180
2014,"Jul","Louth County Hospital","65+",615
2014,"Jul","Mallow General Hospital"," 0-15",234
2014,"Jul","Mallow General Hospital","16-64",1374
2014,"Jul","Mallow General Hospital","65+",507
2014,"Jul","Mater Misericordiae University Hospital"," 0-15",57
2014,"Jul","Mater Misericordiae University Hospital","16-64",14084
2014,"Jul","Mater Misericordiae University Hospital","65+",4537
2014,"Jul","Mayo General Hospital"," 0-15",962
2014,"Jul","Mayo General Hospital","16-64",3111
2014,"Jul","Mayo General Hospital","65+",1361
2014,"Jul","Mercy University Hospital"," 0-15",540
2014,"Jul","Mercy University Hospital","16-64",3905
2014,"Jul","Mercy University Hospital","65+",1221
2014,"Jul","Midland Regional Hospital Mullingar"," 0-15",1118
2014,"Jul","Midland Regional Hospital Mullingar","16-64",4484
2014,"Jul","Midland Regional Hospital Mullingar","65+",1093
2014,"Jul","Midland Regional Hospital Portlaoise"," 0-15",636
2014,"Jul","Midland Regional Hospital Portlaoise","16-64",2532
2014,"Jul","Midland Regional Hospital Portlaoise","65+",725
2014,"Jul","Midland Regional Hospital Tullamore"," 0-15",1804
2014,"Jul","Midland Regional Hospital Tullamore","16-64",6745
2014,"Jul","Midland Regional Hospital Tullamore","65+",2262
2014,"Jul","Naas General Hospital"," 0-15",13
2014,"Jul","Naas General Hospital","16-64",4118
2014,"Jul","Naas General Hospital","65+",1259
2014,"Jul","Nenagh Hospital"," 0-15",235
2014,"Jul","Nenagh Hospital","16-64",1044
2014,"Jul","Nenagh Hospital","65+",371
2014,"Jul","Our Lady of Lourdes Hospital Drogheda"," 0-15",2349
2014,"Jul","Our Lady of Lourdes Hospital Drogheda","16-64",5368
2014,"Jul","Our Lady of Lourdes Hospital Drogheda","65+",1545
2014,"Jul","Our Lady's Children's Hospital Crumlin"," 0-15",12565
2014,"Jul","Our Lady's Children's Hospital Crumlin","16-64",346
2014,"Jul","Our Lady's Hospital Navan"," 0-15",29
2014,"Jul","Our Lady's Hospital Navan","16-64",2808
2014,"Jul","Our Lady's Hospital Navan","65+",821
2014,"Jul","Portiuncula Hospital"," 0-15",443
2014,"Jul","Portiuncula Hospital","16-64",1989
2014,"Jul","Portiuncula Hospital","65+",555
2014,"Jul","Roscommon Hospital"," 0-15",199
2014,"Jul","Roscommon Hospital","16-64",1228
2014,"Jul","Roscommon Hospital","65+",634
2014,"Jul","Royal Victoria Eye and Ear Hospital"," 0-15",781
2014,"Jul","Royal Victoria Eye and Ear Hospital","16-64",4351
2014,"Jul","Royal Victoria Eye and Ear Hospital","65+",2728
2014,"Jul","Sligo Regional Hospital"," 0-15",1422
2014,"Jul","Sligo Regional Hospital","16-64",6502
2014,"Jul","Sligo Regional Hospital","65+",3052
2014,"Jul","South Infirmary Victoria University Hospital"," 0-15",2599
2014,"Jul","South Infirmary Victoria University Hospital","16-64",11186
2014,"Jul","South Infirmary Victoria University Hospital","65+",3523
2014,"Jul","South Tipperary General Hospital"," 0-15",153
2014,"Jul","South Tipperary General Hospital","16-64",1357
2014,"Jul","South Tipperary General Hospital","65+",511
2014,"Jul","St. Columcille's Hospital"," 0-15",5
2014,"Jul","St. Columcille's Hospital","16-64",1639
2014,"Jul","St. Columcille's Hospital","65+",467
2014,"Jul","St. James's Hospital"," 0-15",97
2014,"Jul","St. James's Hospital","16-64",8651
2014,"Jul","St. James's Hospital","65+",2398
2014,"Jul","St. John's Hospital Limerick"," 0-15",38
2014,"Jul","St. John's Hospital Limerick","16-64",887
2014,"Jul","St. John's Hospital Limerick","65+",219
