"Year","Month","Hospital","Time.Bands","TotalPatients"
2014,"Feb","St. John's Hospital Limerick"," 0-3 Months",676
2014,"Feb","St. John's Hospital Limerick"," 3-6 Months",295
2014,"Feb","St. John's Hospital Limerick"," 6-9 Months",74
2014,"Feb","St. John's Hospital Limerick"," 9-12 Months",11
2014,"Feb","St. Luke's General Hospital Kilkenny"," 0-3 Months",1520
2014,"Feb","St. Luke's General Hospital Kilkenny"," 3-6 Months",546
2014,"Feb","St. Luke's General Hospital Kilkenny"," 6-9 Months",263
2014,"Feb","St. Luke's General Hospital Kilkenny"," 9-12 Months",184
2014,"Feb","St. Luke's General Hospital Kilkenny","12-15 Months",3
2014,"Feb","St. Luke's General Hospital Kilkenny","15-18 Months",1
2014,"Feb","St. Luke's General Hospital Kilkenny","18+ Months",3
2014,"Feb","St. Michael's Hospital Dun Laoghaire"," 0-3 Months",1422
2014,"Feb","St. Michael's Hospital Dun Laoghaire"," 3-6 Months",629
2014,"Feb","St. Michael's Hospital Dun Laoghaire"," 6-9 Months",360
2014,"Feb","St. Michael's Hospital Dun Laoghaire"," 9-12 Months",150
2014,"Feb","St. Michael's Hospital Dun Laoghaire","12-15 Months",34
2014,"Feb","St. Michael's Hospital Dun Laoghaire","15-18 Months",1
2014,"Feb","St. Vincent's University Hospital"," 0-3 Months",6876
2014,"Feb","St. Vincent's University Hospital"," 3-6 Months",2928
2014,"Feb","St. Vincent's University Hospital"," 6-9 Months",923
2014,"Feb","St. Vincent's University Hospital"," 9-12 Months",323
2014,"Feb","St. Vincent's University Hospital","12-15 Months",29
2014,"Feb","Tallaght Hospital"," 0-3 Months",7621
2014,"Feb","Tallaght Hospital"," 3-6 Months",6029
2014,"Feb","Tallaght Hospital"," 6-9 Months",4463
2014,"Feb","Tallaght Hospital"," 9-12 Months",3060
2014,"Feb","Tallaght Hospital","12-15 Months",1233
2014,"Feb","Tallaght Hospital","15-18 Months",190
2014,"Feb","Tallaght Hospital","18+ Months",492
2014,"Feb","University Hospital Limerick"," 0-3 Months",5760
2014,"Feb","University Hospital Limerick"," 3-6 Months",3145
2014,"Feb","University Hospital Limerick"," 6-9 Months",1622
2014,"Feb","University Hospital Limerick"," 9-12 Months",1155
2014,"Feb","University Hospital Limerick","12-15 Months",344
2014,"Feb","University Hospital Limerick","15-18 Months",8
2014,"Feb","University Hospital Limerick","18+ Months",5
2014,"Feb","University Hospital Waterford"," 0-3 Months",6100
2014,"Feb","University Hospital Waterford"," 3-6 Months",4651
2014,"Feb","University Hospital Waterford"," 6-9 Months",4075
2014,"Feb","University Hospital Waterford"," 9-12 Months",2993
2014,"Feb","University Hospital Waterford","12-15 Months",983
2014,"Feb","University Hospital Waterford","15-18 Months",3
2014,"Feb","University Hospital Waterford","18+ Months",3
2014,"Feb","Wexford General Hospital"," 0-3 Months",1635
2014,"Feb","Wexford General Hospital"," 3-6 Months",785
2014,"Feb","Wexford General Hospital"," 6-9 Months",324
2014,"Feb","Wexford General Hospital"," 9-12 Months",158
2014,"Feb","Wexford General Hospital","12-15 Months",1
2014,"Feb","Wexford General Hospital","18+ Months",1
2014,"Mar","Bantry General Hospital"," 0-3 Months",417
2014,"Mar","Bantry General Hospital"," 3-6 Months",159
2014,"Mar","Bantry General Hospital"," 6-9 Months",75
2014,"Mar","Bantry General Hospital"," 9-12 Months",17
2014,"Mar","Beaumont Hospital"," 0-3 Months",8887
2014,"Mar","Beaumont Hospital"," 3-6 Months",6045
2014,"Mar","Beaumont Hospital"," 6-9 Months",3951
2014,"Mar","Beaumont Hospital"," 9-12 Months",2294
2014,"Mar","Beaumont Hospital","12-15 Months",127
2014,"Mar","Cappagh National Orthopaedic Hospital"," 0-3 Months",691
2014,"Mar","Cappagh National Orthopaedic Hospital"," 3-6 Months",460
2014,"Mar","Cappagh National Orthopaedic Hospital"," 6-9 Months",335
2014,"Mar","Cappagh National Orthopaedic Hospital"," 9-12 Months",188
2014,"Mar","Cappagh National Orthopaedic Hospital","12-15 Months",18
2014,"Mar","Cavan General Hospital"," 0-3 Months",2496
2014,"Mar","Cavan General Hospital"," 3-6 Months",1598
2014,"Mar","Cavan General Hospital"," 6-9 Months",1117
2014,"Mar","Cavan General Hospital"," 9-12 Months",756
2014,"Mar","Cavan General Hospital","12-15 Months",234
2014,"Mar","Childrens University Hospital Temple Street"," 0-3 Months",4465
2014,"Mar","Childrens University Hospital Temple Street"," 3-6 Months",2555
2014,"Mar","Childrens University Hospital Temple Street"," 6-9 Months",1656
2014,"Mar","Childrens University Hospital Temple Street"," 9-12 Months",1215
2014,"Mar","Childrens University Hospital Temple Street","12-15 Months",464
2014,"Mar","Childrens University Hospital Temple Street","15-18 Months",13
2014,"Mar","Childrens University Hospital Temple Street","18+ Months",28
2014,"Mar","Connolly Hospital"," 0-3 Months",3736
2014,"Mar","Connolly Hospital"," 3-6 Months",2012
2014,"Mar","Connolly Hospital"," 6-9 Months",1631
2014,"Mar","Connolly Hospital"," 9-12 Months",1153
2014,"Mar","Connolly Hospital","12-15 Months",48
2014,"Mar","Connolly Hospital","18+ Months",1
2014,"Mar","Cork University Hospital"," 0-3 Months",7738
2014,"Mar","Cork University Hospital"," 3-6 Months",4496
2014,"Mar","Cork University Hospital"," 6-9 Months",3051
2014,"Mar","Cork University Hospital"," 9-12 Months",2132
2014,"Mar","Cork University Hospital","12-15 Months",629
2014,"Mar","Cork University Hospital","15-18 Months",2
2014,"Mar","Cork University Hospital","18+ Months",4
2014,"Mar","Croom Orthopaedic Hospital"," 0-3 Months",1005
2014,"Mar","Croom Orthopaedic Hospital"," 3-6 Months",592
2014,"Mar","Croom Orthopaedic Hospital"," 6-9 Months",332
2014,"Mar","Croom Orthopaedic Hospital"," 9-12 Months",227
2014,"Mar","Croom Orthopaedic Hospital","12-15 Months",84
2014,"Mar","Croom Orthopaedic Hospital","18+ Months",2
2014,"Mar","Ennis Hospital"," 0-3 Months",939
2014,"Mar","Ennis Hospital"," 3-6 Months",636
2014,"Mar","Ennis Hospital"," 6-9 Months",596
2014,"Mar","Ennis Hospital"," 9-12 Months",188
2014,"Mar","Ennis Hospital","12-15 Months",54
2014,"Mar","Ennis Hospital","15-18 Months",2
2014,"Mar","Ennis Hospital","18+ Months",5
2014,"Mar","Galway University Hospital"," 0-3 Months",10716
2014,"Mar","Galway University Hospital"," 3-6 Months",6135
2014,"Mar","Galway University Hospital"," 6-9 Months",4458
2014,"Mar","Galway University Hospital"," 9-12 Months",3566
2014,"Mar","Galway University Hospital","12-15 Months",1410
2014,"Mar","Galway University Hospital","15-18 Months",406
2014,"Mar","Galway University Hospital","18+ Months",792
2014,"Mar","Kerry General Hospital"," 0-3 Months",2409
2014,"Mar","Kerry General Hospital"," 3-6 Months",1787
2014,"Mar","Kerry General Hospital"," 6-9 Months",1076
2014,"Mar","Kerry General Hospital"," 9-12 Months",714
2014,"Mar","Kerry General Hospital","12-15 Months",126
2014,"Mar","Kerry General Hospital","18+ Months",1
2014,"Mar","Letterkenny General Hospital"," 0-3 Months",4070
2014,"Mar","Letterkenny General Hospital"," 3-6 Months",2730
2014,"Mar","Letterkenny General Hospital"," 6-9 Months",2053
2014,"Mar","Letterkenny General Hospital"," 9-12 Months",1719
2014,"Mar","Letterkenny General Hospital","12-15 Months",573
2014,"Mar","Letterkenny General Hospital","15-18 Months",110
2014,"Mar","Letterkenny General Hospital","18+ Months",340
2014,"Mar","Louth County Hospital"," 0-3 Months",674
2014,"Mar","Louth County Hospital"," 3-6 Months",408
2014,"Mar","Louth County Hospital"," 6-9 Months",322
2014,"Mar","Louth County Hospital"," 9-12 Months",129
2014,"Mar","Louth County Hospital","12-15 Months",23
2014,"Mar","Mallow General Hospital"," 0-3 Months",898
2014,"Mar","Mallow General Hospital"," 3-6 Months",663
2014,"Mar","Mallow General Hospital"," 6-9 Months",289
2014,"Mar","Mallow General Hospital"," 9-12 Months",104
2014,"Mar","Mallow General Hospital","12-15 Months",2
2014,"Mar","Mallow General Hospital","15-18 Months",29
2014,"Mar","Mallow General Hospital","18+ Months",100
2014,"Mar","Mater Misericordiae University Hospital"," 0-3 Months",10191
2014,"Mar","Mater Misericordiae University Hospital"," 3-6 Months",5245
2014,"Mar","Mater Misericordiae University Hospital"," 6-9 Months",3200
2014,"Mar","Mater Misericordiae University Hospital"," 9-12 Months",1840
2014,"Mar","Mater Misericordiae University Hospital","12-15 Months",355
2014,"Mar","Mater Misericordiae University Hospital","15-18 Months",1
2014,"Mar","Mater Misericordiae University Hospital","18+ Months",3
2014,"Mar","Mayo General Hospital"," 0-3 Months",2652
2014,"Mar","Mayo General Hospital"," 3-6 Months",1146
2014,"Mar","Mayo General Hospital"," 6-9 Months",631
2014,"Mar","Mayo General Hospital"," 9-12 Months",506
2014,"Mar","Mayo General Hospital","12-15 Months",242
2014,"Mar","Mayo General Hospital","15-18 Months",116
2014,"Mar","Mayo General Hospital","18+ Months",188
2014,"Mar","Mercy University Hospital"," 0-3 Months",2464
2014,"Mar","Mercy University Hospital"," 3-6 Months",1432
2014,"Mar","Mercy University Hospital"," 6-9 Months",832
2014,"Mar","Mercy University Hospital"," 9-12 Months",428
2014,"Mar","Mercy University Hospital","12-15 Months",41
2014,"Mar","Mercy University Hospital","15-18 Months",10
2014,"Mar","Mercy University Hospital","18+ Months",3
2014,"Mar","Midland Regional Hospital Mullingar"," 0-3 Months",2837
2014,"Mar","Midland Regional Hospital Mullingar"," 3-6 Months",1467
2014,"Mar","Midland Regional Hospital Mullingar"," 6-9 Months",875
2014,"Mar","Midland Regional Hospital Mullingar"," 9-12 Months",662
2014,"Mar","Midland Regional Hospital Mullingar","12-15 Months",234
2014,"Mar","Midland Regional Hospital Mullingar","15-18 Months",5
2014,"Mar","Midland Regional Hospital Mullingar","18+ Months",15
2014,"Mar","Midland Regional Hospital Portlaoise"," 0-3 Months",1459
2014,"Mar","Midland Regional Hospital Portlaoise"," 3-6 Months",1001
2014,"Mar","Midland Regional Hospital Portlaoise"," 6-9 Months",668
2014,"Mar","Midland Regional Hospital Portlaoise"," 9-12 Months",264
2014,"Mar","Midland Regional Hospital Portlaoise","12-15 Months",15
2014,"Mar","Midland Regional Hospital Tullamore"," 0-3 Months",2643
2014,"Mar","Midland Regional Hospital Tullamore"," 3-6 Months",2365
2014,"Mar","Midland Regional Hospital Tullamore"," 6-9 Months",2064
2014,"Mar","Midland Regional Hospital Tullamore"," 9-12 Months",1558
2014,"Mar","Midland Regional Hospital Tullamore","12-15 Months",584
2014,"Mar","Midland Regional Hospital Tullamore","15-18 Months",4
2014,"Mar","Midland Regional Hospital Tullamore","18+ Months",2
2014,"Mar","Naas General Hospital"," 0-3 Months",2156
2014,"Mar","Naas General Hospital"," 3-6 Months",1195
2014,"Mar","Naas General Hospital"," 6-9 Months",933
2014,"Mar","Naas General Hospital"," 9-12 Months",661
2014,"Mar","Naas General Hospital","12-15 Months",59
2014,"Mar","Naas General Hospital","15-18 Months",2
2014,"Mar","Nenagh Hospital"," 0-3 Months",894
2014,"Mar","Nenagh Hospital"," 3-6 Months",449
2014,"Mar","Nenagh Hospital"," 6-9 Months",238
2014,"Mar","Nenagh Hospital"," 9-12 Months",120
2014,"Mar","Nenagh Hospital","12-15 Months",56
2014,"Mar","Nenagh Hospital","18+ Months",3
2014,"Mar","Our Lady of Lourdes Hospital Drogheda"," 0-3 Months",3917
2014,"Mar","Our Lady of Lourdes Hospital Drogheda"," 3-6 Months",2346
2014,"Mar","Our Lady of Lourdes Hospital Drogheda"," 6-9 Months",1332
2014,"Mar","Our Lady of Lourdes Hospital Drogheda"," 9-12 Months",1172
2014,"Mar","Our Lady of Lourdes Hospital Drogheda","12-15 Months",316
2014,"Mar","Our Lady's Children's Hospital Crumlin"," 0-3 Months",4962
2014,"Mar","Our Lady's Children's Hospital Crumlin"," 3-6 Months",2771
2014,"Mar","Our Lady's Children's Hospital Crumlin"," 6-9 Months",1863
2014,"Mar","Our Lady's Children's Hospital Crumlin"," 9-12 Months",1559
2014,"Mar","Our Lady's Children's Hospital Crumlin","12-15 Months",615
2014,"Mar","Our Lady's Children's Hospital Crumlin","15-18 Months",170
2014,"Mar","Our Lady's Children's Hospital Crumlin","18+ Months",297
2014,"Mar","Our Lady's Hospital Navan"," 0-3 Months",1774
2014,"Mar","Our Lady's Hospital Navan"," 3-6 Months",1094
2014,"Mar","Our Lady's Hospital Navan"," 6-9 Months",769
2014,"Mar","Our Lady's Hospital Navan"," 9-12 Months",500
2014,"Mar","Our Lady's Hospital Navan","12-15 Months",33
2014,"Mar","Our Lady's Hospital Navan","18+ Months",1
2014,"Mar","Portiuncula Hospital"," 0-3 Months",1345
2014,"Mar","Portiuncula Hospital"," 3-6 Months",722
2014,"Mar","Portiuncula Hospital"," 6-9 Months",650
2014,"Mar","Portiuncula Hospital"," 9-12 Months",367
2014,"Mar","Portiuncula Hospital","12-15 Months",89
2014,"Mar","Portiuncula Hospital","15-18 Months",2
2014,"Mar","Roscommon Hospital"," 0-3 Months",879
2014,"Mar","Roscommon Hospital"," 3-6 Months",412
2014,"Mar","Roscommon Hospital"," 6-9 Months",278
2014,"Mar","Roscommon Hospital"," 9-12 Months",171
2014,"Mar","Roscommon Hospital","12-15 Months",60
2014,"Mar","Roscommon Hospital","15-18 Months",54
2014,"Mar","Roscommon Hospital","18+ Months",209
2014,"Mar","Royal Victoria Eye and Ear Hospital"," 0-3 Months",2625
2014,"Mar","Royal Victoria Eye and Ear Hospital"," 3-6 Months",1639
2014,"Mar","Royal Victoria Eye and Ear Hospital"," 6-9 Months",1438
2014,"Mar","Royal Victoria Eye and Ear Hospital"," 9-12 Months",1444
2014,"Mar","Royal Victoria Eye and Ear Hospital","12-15 Months",447
2014,"Mar","Royal Victoria Eye and Ear Hospital","15-18 Months",4
2014,"Mar","Royal Victoria Eye and Ear Hospital","18+ Months",7
2014,"Mar","Sligo Regional Hospital"," 0-3 Months",4178
2014,"Mar","Sligo Regional Hospital"," 3-6 Months",2431
2014,"Mar","Sligo Regional Hospital"," 6-9 Months",1645
2014,"Mar","Sligo Regional Hospital"," 9-12 Months",1168
2014,"Mar","Sligo Regional Hospital","12-15 Months",408
2014,"Mar","Sligo Regional Hospital","15-18 Months",39
2014,"Mar","Sligo Regional Hospital","18+ Months",23
2014,"Mar","South Infirmary Victoria University Hospital"," 0-3 Months",5772
2014,"Mar","South Infirmary Victoria University Hospital"," 3-6 Months",3557
2014,"Mar","South Infirmary Victoria University Hospital"," 6-9 Months",2501
2014,"Mar","South Infirmary Victoria University Hospital"," 9-12 Months",1537
2014,"Mar","South Infirmary Victoria University Hospital","12-15 Months",259
2014,"Mar","South Infirmary Victoria University Hospital","15-18 Months",66
2014,"Mar","South Infirmary Victoria University Hospital","18+ Months",336
2014,"Mar","South Tipperary General Hospital"," 0-3 Months",1280
2014,"Mar","South Tipperary General Hospital"," 3-6 Months",475
2014,"Mar","South Tipperary General Hospital"," 6-9 Months",133
2014,"Mar","South Tipperary General Hospital"," 9-12 Months",46
2014,"Mar","St. Columcille's Hospital"," 0-3 Months",868
2014,"Mar","St. Columcille's Hospital"," 3-6 Months",476
2014,"Mar","St. Columcille's Hospital"," 6-9 Months",305
2014,"Mar","St. Columcille's Hospital"," 9-12 Months",219
2014,"Mar","St. Columcille's Hospital","12-15 Months",73
2014,"Mar","St. Columcille's Hospital","15-18 Months",52
2014,"Mar","St. Columcille's Hospital","18+ Months",174
2014,"Mar","St. James's Hospital"," 0-3 Months",7215
2014,"Mar","St. James's Hospital"," 3-6 Months",2018
2014,"Mar","St. James's Hospital"," 6-9 Months",773
2014,"Mar","St. James's Hospital"," 9-12 Months",313
2014,"Mar","St. James's Hospital","12-15 Months",41
2014,"Mar","St. John's Hospital Limerick"," 0-3 Months",693
2014,"Mar","St. John's Hospital Limerick"," 3-6 Months",267
2014,"Mar","St. John's Hospital Limerick"," 6-9 Months",86
2014,"Mar","St. John's Hospital Limerick"," 9-12 Months",12
2014,"Mar","St. Luke's General Hospital Kilkenny"," 0-3 Months",1605
2014,"Mar","St. Luke's General Hospital Kilkenny"," 3-6 Months",448
2014,"Mar","St. Luke's General Hospital Kilkenny"," 6-9 Months",267
2014,"Mar","St. Luke's General Hospital Kilkenny"," 9-12 Months",167
2014,"Mar","St. Luke's General Hospital Kilkenny","12-15 Months",7
2014,"Mar","St. Luke's General Hospital Kilkenny","15-18 Months",1
2014,"Mar","St. Luke's General Hospital Kilkenny","18+ Months",1
2014,"Mar","St. Michael's Hospital Dun Laoghaire"," 0-3 Months",1377
2014,"Mar","St. Michael's Hospital Dun Laoghaire"," 3-6 Months",631
2014,"Mar","St. Michael's Hospital Dun Laoghaire"," 6-9 Months",350
2014,"Mar","St. Michael's Hospital Dun Laoghaire"," 9-12 Months",165
2014,"Mar","St. Michael's Hospital Dun Laoghaire","12-15 Months",51
2014,"Mar","St. Michael's Hospital Dun Laoghaire","15-18 Months",1
2014,"Mar","St. Vincent's University Hospital"," 0-3 Months",7194
2014,"Mar","St. Vincent's University Hospital"," 3-6 Months",3062
2014,"Mar","St. Vincent's University Hospital"," 6-9 Months",1011
2014,"Mar","St. Vincent's University Hospital"," 9-12 Months",380
2014,"Mar","St. Vincent's University Hospital","12-15 Months",42
2014,"Mar","Tallaght Hospital"," 0-3 Months",7576
2014,"Mar","Tallaght Hospital"," 3-6 Months",6229
2014,"Mar","Tallaght Hospital"," 6-9 Months",4420
2014,"Mar","Tallaght Hospital"," 9-12 Months",3215
2014,"Mar","Tallaght Hospital","12-15 Months",1652
2014,"Mar","Tallaght Hospital","15-18 Months",374
2014,"Mar","Tallaght Hospital","18+ Months",941
2014,"Mar","University Hospital Limerick"," 0-3 Months",6047
2014,"Mar","University Hospital Limerick"," 3-6 Months",3052
2014,"Mar","University Hospital Limerick"," 6-9 Months",1798
2014,"Mar","University Hospital Limerick"," 9-12 Months",962
2014,"Mar","University Hospital Limerick","12-15 Months",457
2014,"Mar","University Hospital Limerick","15-18 Months",9
2014,"Mar","University Hospital Limerick","18+ Months",8
2014,"Mar","University Hospital Waterford"," 0-3 Months",6432
2014,"Mar","University Hospital Waterford"," 3-6 Months",4982
2014,"Mar","University Hospital Waterford"," 6-9 Months",3957
2014,"Mar","University Hospital Waterford"," 9-12 Months",3471
2014,"Mar","University Hospital Waterford","12-15 Months",1381
2014,"Mar","University Hospital Waterford","15-18 Months",6
2014,"Mar","University Hospital Waterford","18+ Months",19
2014,"Mar","Wexford General Hospital"," 0-3 Months",1248
2014,"Mar","Wexford General Hospital"," 3-6 Months",618
2014,"Mar","Wexford General Hospital"," 6-9 Months",333
2014,"Mar","Wexford General Hospital"," 9-12 Months",155
2014,"Mar","Wexford General Hospital","12-15 Months",2
2014,"Mar","Wexford General Hospital","18+ Months",3
2014,"Apr","Bantry General Hospital"," 0-3 Months",492
2014,"Apr","Bantry General Hospital"," 3-6 Months",136
2014,"Apr","Bantry General Hospital"," 6-9 Months",97
2014,"Apr","Bantry General Hospital"," 9-12 Months",10
2014,"Apr","Beaumont Hospital"," 0-3 Months",9108
